iid,pid,age,emotion
5226,353,27,happy
5227,355,27,happy
5228,355,26,happy
5229,355,28,angry
5230,355,36,neutral
5231,355,23,neutral
5232,355,26,happy
5233,355,34,neutral
5234,355,28,happy
5235,355,22,happy
5236,355,34,happy
5237,360,31,happy
5238,360,32,happy
5240,360,32,happy
5241,360,32,happy
5242,361,41,happy
5243,361,40,happy
5244,361,38,happy
5245,361,33,happy
5246,361,39,happy
5247,361,36,happy
5248,361,34,happy
5249,361,32,happy
5250,361,38,happy
5251,361,37,happy
5252,372,34,fear
5253,372,38,neutral
5254,372,32,neutral
5255,372,33,happy
5256,372,33,neutral
5257,372,41,happy
5258,372,32,happy
5259,372,28,neutral
5260,372,33,neutral
5261,372,31,happy
5262,372,32,happy
5263,380,34,happy
5264,380,40,happy
5265,380,32,happy
5266,380,39,happy
5268,380,31,happy
5269,380,42,sad
5276,382,39,happy
5277,382,34,happy
5278,382,36,happy
5279,382,33,neutral
5280,382,33,sad
5281,382,33,neutral
5282,382,37,happy
5283,382,38,sad
5284,382,29,angry
5285,382,39,sad
5286,383,39,happy
5287,383,31,happy
5288,383,37,happy
5289,383,45,happy
5290,383,46,happy
5291,383,32,happy
5292,383,45,happy
5293,383,38,happy
5294,385,33,happy
5295,385,37,happy
5296,385,38,happy
5297,385,41,happy
5298,385,38,happy
5299,385,45,happy
5300,385,46,happy
5301,387,39,sad
5302,387,45,fear
5303,387,41,happy
5304,387,47,happy
5305,388,29,happy
5306,388,36,happy
5307,388,40,fear
5308,388,35,happy
5309,388,33,neutral
5310,388,30,happy
5311,389,40,happy
5312,389,37,neutral
5313,389,35,happy
5314,389,42,sad
5315,389,38,sad
5316,389,35,happy
5317,389,35,happy
5318,389,44,happy
5319,389,41,happy
5320,389,36,happy
5321,389,37,happy
5322,389,33,happy
5323,390,27,sad
5324,390,29,neutral
5325,390,27,sad
5326,390,32,sad
5327,391,36,happy
5328,391,39,happy
5329,391,31,happy
5330,391,39,happy
5331,391,42,happy
5345,407,34,happy
5346,407,34,happy
5347,407,33,happy
5348,407,33,happy
5349,407,33,happy
5350,407,33,happy
5351,407,40,happy
5352,407,35,neutral
5353,414,40,happy
5354,414,34,happy
5355,414,40,happy
5356,414,38,happy
5357,414,37,happy
5375,426,32,happy
5376,426,27,happy
5377,426,33,happy
5378,426,34,happy
5379,426,27,neutral
5380,426,28,neutral
5381,426,43,happy
5382,426,39,happy
5383,426,33,happy
5384,426,29,happy
5385,426,36,neutral
5386,426,29,happy
5387,427,38,happy
5388,427,34,happy
5389,427,33,happy
5390,427,32,happy
5391,427,31,happy
5392,427,33,happy
5393,427,34,happy
5394,427,39,happy
5395,427,34,happy
5396,427,36,happy
5397,427,39,happy
5398,427,40,happy
5399,427,37,happy
5400,427,34,happy
5401,428,32,sad
5402,428,32,neutral
5403,428,36,sad
5404,428,33,sad
5405,428,30,sad
5406,428,31,neutral
5407,428,33,neutral
5408,428,34,happy
5409,428,42,happy
5410,428,37,happy
5411,428,33,happy
5419,429,47,happy
5420,429,42,happy
5421,429,43,happy
5422,429,27,happy
5423,429,35,happy
5425,429,38,happy
5426,429,27,happy
5427,429,41,happy
5428,429,41,happy
5429,429,30,happy
5430,429,47,happy
5433,429,48,happy
5437,429,30,happy
5438,429,32,happy
5444,429,39,happy
5455,475,37,happy
5456,475,42,happy
5457,475,39,happy
5458,475,42,happy
5459,475,43,happy
5460,475,36,neutral
5461,475,41,happy
5462,475,34,happy
5463,475,42,happy
5464,476,30,happy
5465,476,30,happy
5466,476,34,happy
5467,476,34,neutral
5468,476,30,happy
5469,476,34,neutral
5470,476,33,neutral
5471,476,34,neutral
5472,476,35,happy
5473,497,33,happy
5474,497,32,neutral
5475,497,33,neutral
5476,497,40,happy
5477,497,27,neutral
5478,497,31,happy
5480,497,36,happy
5504,506,32,happy
5505,506,33,neutral
5506,506,30,happy
5507,506,32,happy
5508,506,32,sad
5509,506,32,happy
5510,506,27,happy
5511,506,29,happy
5512,506,31,happy
5513,506,30,happy
5514,507,34,happy
5516,507,32,happy
5517,507,34,happy
5518,507,33,happy
5519,507,32,happy
5520,510,27,neutral
5521,510,32,neutral
5522,510,34,happy
5523,510,25,sad
5524,510,32,happy
5533,512,28,happy
5534,512,25,happy
5535,512,28,happy
5536,512,28,happy
5537,512,25,happy
5538,512,23,happy
5539,512,30,happy
5540,512,24,happy
5542,515,36,happy
5543,515,39,neutral
5544,515,33,happy
5545,515,49,happy
5546,515,31,happy
5547,515,38,fear
5548,515,40,happy
5549,515,45,happy
5550,515,26,happy
5551,515,33,neutral
5552,516,45,neutral
5553,516,47,angry
5554,516,43,happy
5555,516,41,happy
5556,516,47,happy
5557,516,46,neutral
5558,516,46,neutral
5559,516,45,neutral
5567,520,41,happy
5568,520,37,happy
5569,520,34,sad
5570,520,37,happy
5571,520,40,neutral
5572,520,39,happy
5573,520,45,happy
5574,520,33,happy
5575,520,37,happy
5576,520,28,neutral
5577,520,28,neutral
5578,520,39,happy
5579,523,28,neutral
5580,523,33,happy
5581,523,28,fear
5582,523,30,neutral
5583,523,32,happy
5584,523,32,neutral
5585,523,30,sad
5586,523,31,neutral
5587,532,33,happy
5588,532,38,happy
5589,532,41,happy
5590,532,41,happy
5591,532,45,happy
5592,532,38,happy
5593,532,46,happy
5594,532,38,happy
5595,532,36,neutral
5596,532,46,happy
5597,532,40,happy
5598,532,39,happy
5599,532,47,happy
5600,538,27,happy
5601,538,40,surprise
5602,538,39,happy
5603,538,36,happy
5604,538,32,happy
5605,543,44,happy
5606,543,48,fear
5607,543,44,sad
5608,543,34,neutral
5609,543,47,neutral
5610,543,34,surprise
5611,543,39,angry
5612,543,48,sad
5623,545,21,neutral
5624,545,31,neutral
5625,545,27,neutral
5626,545,23,neutral
5627,545,26,neutral
5628,545,25,happy
5629,545,24,neutral
5630,545,30,neutral
5631,545,25,neutral
5632,545,22,neutral
5633,546,33,fear
5634,546,51,neutral
5635,546,39,happy
5636,546,37,happy
5637,546,45,happy
5638,546,47,sad
5639,546,44,sad
5640,546,45,happy
5648,558,37,angry
5649,558,36,happy
5650,558,33,happy
5651,558,32,happy
5652,558,37,happy
5653,558,33,happy
5654,558,34,happy
5655,558,33,happy
5656,559,32,happy
5657,559,40,happy
5659,559,42,happy
5660,559,39,happy
5661,559,35,sad
5675,567,27,happy
5676,567,34,happy
5677,567,39,happy
5678,567,38,happy
5679,569,31,happy
5680,569,32,happy
5681,569,37,neutral
5682,569,34,happy
5683,569,38,happy
5684,576,26,happy
5685,576,33,angry
5686,576,33,happy
5687,576,23,happy
5688,576,34,happy
5689,576,26,happy
5690,576,28,happy
5691,576,31,happy
5692,576,39,happy
5693,576,28,happy
5694,579,29,fear
5695,579,32,angry
5696,579,25,neutral
5697,579,33,sad
5698,579,25,sad
5699,579,28,neutral
5700,579,26,neutral
5701,579,27,neutral
5702,579,27,sad
5703,579,31,sad
5704,579,26,neutral
5705,579,31,happy
5706,579,26,neutral
5707,579,26,happy
5708,579,28,sad
5709,579,25,happy
5710,580,32,happy
5711,580,24,happy
5712,580,25,neutral
5713,580,30,happy
5714,580,25,happy
5715,580,44,happy
5716,580,24,happy
5717,580,24,happy
5718,580,24,happy
5719,580,23,happy
5720,580,23,happy
5721,580,31,angry
5722,580,28,happy
5723,580,25,happy
5724,580,23,happy
5739,587,25,happy
5740,587,26,neutral
5741,587,26,happy
5742,587,28,happy
5743,587,31,fear
5744,587,39,happy
5745,587,29,happy
5746,587,35,happy
5747,587,34,happy
5748,587,25,happy
5749,587,29,happy
5750,588,24,neutral
5751,588,24,neutral
5752,588,23,neutral
5753,588,33,happy
5754,588,23,neutral
5755,588,29,happy
5756,588,27,neutral
5757,588,23,happy
5758,588,27,neutral
5759,588,31,happy
5760,588,27,happy
5761,588,26,neutral
5762,588,30,happy
5775,598,25,neutral
5776,598,21,happy
5777,598,27,neutral
5778,598,25,neutral
5779,598,23,happy
5780,598,28,neutral
5781,598,24,neutral
5787,608,34,happy
5788,608,39,happy
5789,608,33,neutral
5790,608,37,neutral
5791,608,36,happy
5792,608,33,happy
5793,608,33,happy
5794,608,35,happy
5795,609,32,happy
5796,609,31,happy
5797,609,33,happy
5798,609,32,happy
5800,609,35,happy
5801,609,30,happy
5802,609,25,neutral
5803,609,29,happy
5804,617,26,neutral
5805,617,37,sad
5806,617,43,happy
5807,617,38,neutral
5808,617,35,happy
5809,617,30,happy
5810,617,49,happy
5811,617,48,happy
5820,623,32,happy
5821,623,27,neutral
5822,623,23,neutral
5823,623,22,neutral
5824,623,21,neutral
5825,623,29,neutral
5826,623,21,neutral
5827,623,22,neutral
5828,623,26,happy
5838,627,24,happy
5839,627,25,happy
5840,627,24,neutral
5841,627,28,neutral
5842,627,25,neutral
5843,627,23,neutral
5844,627,25,happy
5845,627,31,neutral
5846,627,27,happy
5847,627,34,neutral
5848,627,26,happy
5856,629,33,neutral
5858,630,31,neutral
5859,630,31,happy
5860,630,38,sad
5861,630,34,neutral
5862,630,37,neutral
5864,630,34,neutral
5865,630,40,neutral
5866,630,34,happy
5867,631,29,happy
5868,631,23,happy
5869,631,33,neutral
5870,631,35,sad
5871,631,23,happy
5877,637,39,neutral
5879,637,43,fear
5880,637,42,neutral
5881,637,45,angry
5882,643,31,happy
5883,643,27,neutral
5884,643,34,happy
5885,643,28,happy
5886,643,27,happy
5887,643,36,happy
5888,643,28,happy
5889,643,33,happy
5890,644,37,happy
5892,644,35,happy
5893,644,32,neutral
5894,644,32,sad
5895,644,33,happy
5896,644,33,happy
5897,645,34,happy
5901,645,39,happy
5902,645,30,happy
5906,645,36,happy
5918,656,34,happy
5919,656,32,happy
5920,656,33,neutral
5921,656,33,happy
5922,656,34,happy
5923,656,32,happy
5924,656,33,happy
5926,660,39,happy
5927,660,38,happy
5928,660,33,happy
5929,660,34,happy
5930,663,23,happy
5931,663,24,neutral
5932,663,29,happy
5933,663,28,happy
5934,663,25,happy
5935,663,25,happy
5936,663,27,happy
5937,663,27,happy
5938,663,28,neutral
5939,663,29,happy
5940,663,24,happy
5941,663,27,happy
5942,663,28,happy
5943,668,23,fear
5944,668,25,happy
5945,668,33,happy
5946,668,29,neutral
5947,668,24,happy
5948,668,26,happy
5949,668,24,happy
5950,668,29,happy
5951,668,33,happy
5952,668,29,happy
5953,668,29,happy
5954,670,31,happy
5955,670,31,happy
5956,670,31,happy
5957,670,31,happy
5958,670,31,happy
5959,670,31,happy
5960,670,33,happy
5961,670,31,happy
5962,670,32,happy
5963,670,32,happy
5964,674,35,happy
5965,674,39,happy
5966,674,25,happy
5967,674,32,happy
5968,674,39,fear
5969,674,26,happy
5970,674,33,happy
5971,678,30,happy
5972,678,31,neutral
5973,678,29,sad
5974,678,32,happy
5975,678,32,happy
5976,678,30,happy
5977,678,32,neutral
5978,678,32,happy
5979,678,32,happy
5980,678,29,happy
5981,678,31,neutral
5982,678,30,happy
5983,681,27,neutral
5984,681,31,happy
5985,681,23,fear
5986,681,31,neutral
5987,681,32,happy
5988,681,32,happy
5989,681,32,happy
5990,681,30,happy
5991,681,31,happy
5992,681,28,happy
5993,681,29,neutral
5994,684,28,happy
5995,684,28,happy
5996,684,27,happy
5997,684,27,neutral
5998,684,32,happy
5999,684,26,happy
6000,684,31,neutral
6001,684,27,happy
6002,684,33,happy
6003,684,32,happy
6004,684,27,happy
6005,684,27,angry
6006,684,25,happy
6007,687,34,happy
6008,687,36,happy
6009,687,44,happy
6010,687,45,angry
6011,687,35,neutral
6012,687,31,angry
6013,690,40,happy
6014,690,32,happy
6015,690,34,happy
6016,690,37,happy
6017,693,29,neutral
6018,693,23,happy
6019,693,23,neutral
6020,693,30,happy
6021,693,24,neutral
6022,693,24,happy
6023,693,28,happy
6024,693,28,neutral
6025,694,31,angry
6026,694,28,fear
6027,694,25,neutral
6028,694,25,happy
6029,694,22,neutral
6030,694,21,neutral
6031,694,26,surprise
6032,696,26,neutral
6033,696,30,neutral
6034,696,26,happy
6035,696,29,happy
6036,696,26,neutral
6037,696,28,neutral
6038,696,22,neutral
6039,696,29,neutral
6040,696,25,neutral
6041,696,30,neutral
6042,696,28,neutral
6043,696,24,neutral
6044,700,26,happy
6045,700,29,neutral
6046,700,25,neutral
6047,700,29,angry
6048,700,30,neutral
6049,700,26,neutral
6050,700,28,fear
6051,700,25,neutral
6052,700,26,happy
6053,701,28,happy
6054,701,27,happy
6055,701,22,angry
6056,701,25,happy
6057,701,31,happy
6058,701,25,angry
6059,701,29,happy
6060,701,29,happy
6061,701,21,neutral
6062,701,29,happy
6063,701,30,happy
6064,701,27,neutral
6088,715,44,happy
6089,715,46,happy
6090,715,36,happy
6091,715,35,happy
6092,715,36,happy
6093,715,43,happy
6094,715,38,happy
6095,722,27,happy
6096,722,26,fear
6097,722,28,happy
6098,722,40,happy
6099,722,24,happy
6100,722,26,happy
6101,722,23,happy
6102,722,29,happy
6103,722,26,happy
6104,722,33,happy
6105,722,25,happy
6107,726,35,happy
6108,726,32,neutral
6109,726,32,happy
6110,726,32,happy
6111,726,31,happy
6134,737,29,happy
6135,737,30,happy
6136,737,25,happy
6137,737,32,fear
6138,737,30,happy
6139,737,27,happy
6140,737,30,happy
6141,740,22,happy
6142,740,22,happy
6143,740,26,happy
6144,740,22,neutral
6145,740,22,happy
6146,740,23,happy
6147,740,23,happy
6148,747,39,happy
6149,747,33,angry
6150,747,33,sad
6151,747,39,happy
6152,747,37,happy
6153,748,42,happy
6154,748,45,happy
6155,748,30,neutral
6156,748,47,sad
6157,748,38,fear
6158,754,30,neutral
6159,754,33,happy
6160,754,31,neutral
6161,754,32,neutral
6162,754,28,neutral
6163,754,31,happy
6165,754,32,neutral
6166,754,29,neutral
6167,754,31,happy
6168,754,32,happy
6169,758,28,happy
6170,758,24,happy
6171,758,32,sad
6172,758,27,happy
6173,758,31,neutral
6174,758,27,happy
6175,758,27,happy
6176,761,27,happy
6177,761,30,happy
6178,761,29,happy
6179,761,29,happy
6180,761,29,neutral
6181,761,30,neutral
6182,761,30,happy
6183,761,28,happy
6184,761,29,happy
6185,761,31,happy
6186,765,31,neutral
6187,765,23,angry
6188,765,28,neutral
6189,765,25,neutral
6190,765,29,neutral
6191,765,32,neutral
6192,765,28,neutral
6193,771,48,sad
6194,771,31,fear
6195,771,50,happy
6196,771,31,neutral
6197,771,35,angry
6198,772,45,happy
6199,772,53,sad
6200,772,44,happy
6201,772,49,neutral
6202,772,45,happy
6203,772,50,happy
6204,777,32,happy
6207,777,33,happy
6208,777,29,happy
6209,777,32,angry
6211,777,30,happy
6218,785,32,neutral
6219,785,33,happy
6220,785,32,happy
6221,785,32,neutral
6222,785,31,neutral
6223,785,31,neutral
6224,785,31,neutral
6225,785,29,happy
6226,785,32,neutral
6227,785,32,neutral
6228,785,31,neutral
6229,785,31,happy
6239,803,22,angry
6240,803,22,neutral
6241,803,25,happy
6242,803,25,neutral
6243,803,25,happy
6244,803,25,happy
6245,803,27,happy
6246,803,24,happy
6247,803,23,neutral
6248,803,25,neutral
6249,803,27,neutral
6250,803,29,happy
6251,803,25,angry
6252,803,27,happy
6253,807,30,happy
6254,807,32,surprise
6255,807,30,happy
6256,807,30,happy
6257,807,32,happy
6258,807,31,happy
6259,807,31,happy
6260,807,33,happy
6264,808,30,happy
6267,808,32,happy
6268,824,39,happy
6269,824,37,happy
6270,824,37,angry
6271,824,39,angry
6272,824,45,fear
6273,824,42,happy
6274,825,34,happy
6275,825,38,happy
6276,825,38,happy
6277,825,43,angry
6278,825,31,happy
6279,825,39,happy
6280,825,40,happy
6281,825,43,neutral
6282,825,34,happy
6283,825,37,surprise
6284,825,33,happy
6285,825,35,sad
6294,829,30,happy
6295,829,27,happy
6296,829,32,happy
6297,829,36,happy
6298,840,28,happy
6299,840,28,happy
6300,840,28,happy
6301,840,30,happy
6302,840,31,happy
6303,840,30,happy
6304,840,28,happy
6305,840,30,happy
6306,840,31,happy
6307,840,28,happy
6308,840,23,happy
6309,840,31,happy
6310,840,29,happy
6320,846,28,happy
6321,846,24,happy
6322,846,24,neutral
6323,846,23,neutral
6324,846,28,happy
6325,846,24,neutral
6326,846,24,happy
6327,846,31,neutral
6328,846,29,happy
6329,846,32,neutral
6330,847,35,happy
6331,847,35,happy
6332,847,46,neutral
6333,847,45,happy
6334,847,33,neutral
6335,848,44,happy
6336,848,32,neutral
6337,848,35,neutral
6338,848,47,happy
6339,848,28,happy
6368,864,28,happy
6369,864,28,neutral
6370,864,27,neutral
6371,864,30,neutral
6372,864,31,happy
6374,864,30,sad
6375,864,30,happy
6376,864,30,happy
6377,864,32,neutral
6378,864,31,happy
6379,871,22,happy
6380,871,29,neutral
6381,871,29,neutral
6382,871,28,fear
6383,871,27,happy
6384,871,28,neutral
6385,871,29,happy
6386,871,26,happy
6387,871,28,happy
6388,871,27,happy
6424,876,24,sad
6427,876,32,sad
6430,876,30,sad
6431,883,43,happy
6432,883,36,sad
6433,883,38,happy
6434,883,33,neutral
6435,883,34,sad
6436,883,48,sad
6437,883,34,happy
6438,886,32,sad
6439,886,35,angry
6440,886,33,angry
6441,886,35,fear
6442,886,24,neutral
6443,886,25,fear
6444,886,27,sad
6445,886,34,neutral
6446,886,31,sad
6447,891,33,happy
6448,891,33,happy
6449,891,32,neutral
6450,891,32,neutral
6451,891,32,happy
6452,891,32,sad
6453,891,32,neutral
6454,891,32,fear
6455,894,34,happy
6456,894,46,happy
6457,894,35,happy
6458,894,37,happy
6459,894,26,happy
6469,896,50,happy
6470,896,50,happy
6471,896,43,happy
6472,896,44,happy
6473,898,43,fear
6474,898,46,angry
6475,898,44,happy
6476,898,40,neutral
6477,898,37,neutral
6478,898,41,happy
6479,898,36,neutral
6480,899,32,happy
6481,899,35,neutral
6482,899,35,neutral
6483,899,30,happy
6484,899,35,neutral
6485,899,33,neutral
6486,899,31,neutral
6487,899,37,sad
6488,899,34,neutral
6489,907,24,neutral
6490,907,22,angry
6491,907,26,angry
6492,907,30,happy
6493,907,22,happy
6494,907,25,happy
6495,907,23,happy
6496,907,27,happy
6497,907,23,happy
6498,909,33,neutral
6500,909,32,happy
6501,909,32,happy
6503,910,31,neutral
6504,910,31,sad
6505,910,32,neutral
6506,910,31,angry
6507,910,33,neutral
6508,910,31,neutral
6509,910,30,neutral
6510,910,31,happy
6511,910,30,happy
6512,910,26,happy
6513,910,32,happy
6514,910,32,neutral
6515,911,22,sad
6516,911,27,neutral
6517,911,22,sad
6518,911,25,neutral
6519,911,23,neutral
6520,911,26,neutral
6527,915,44,neutral
6528,915,25,happy
6529,915,26,neutral
6530,915,43,angry
6531,915,28,happy
6532,915,27,happy
6533,915,37,fear
6534,915,25,happy
6535,915,45,happy
6536,915,23,happy
6537,915,45,sad
6555,940,46,happy
6556,940,37,sad
6557,940,27,happy
6558,940,50,fear
6559,940,48,happy
6560,940,43,happy
6563,940,47,happy
6564,940,44,fear
6565,940,46,neutral
6566,940,49,happy
6567,940,48,sad
6568,940,41,happy
6569,940,43,happy
6570,940,49,fear
6571,940,45,happy
6572,940,54,happy
6573,940,51,happy
6574,940,46,fear
6575,945,31,happy
6576,945,32,happy
6577,945,32,happy
6578,945,32,happy
6579,945,32,happy
6580,945,33,happy
6581,945,33,happy
6582,945,31,happy
6583,945,31,happy
6584,945,31,happy
6585,945,31,happy
6586,945,29,happy
6587,946,30,happy
6588,946,31,happy
6589,946,31,happy
6590,946,30,happy
6591,946,32,neutral
6592,946,29,happy
6593,946,24,neutral
6594,946,30,happy
6595,946,32,neutral
6596,946,33,happy
6597,946,31,happy
6598,947,28,sad
6599,947,28,neutral
6600,947,29,happy
6601,947,30,happy
6602,947,29,neutral
6603,947,26,neutral
6604,947,25,happy
6605,947,30,neutral
6606,947,27,neutral
6607,947,30,fear
6616,956,26,neutral
6619,956,29,happy
6621,956,34,neutral
6622,956,35,happy
6623,956,42,happy
6624,956,35,neutral
6625,962,32,happy
6626,962,35,sad
6627,962,32,happy
6628,962,42,happy
6629,962,31,happy
6630,962,42,happy
6631,963,43,fear
6632,963,51,happy
6633,963,48,neutral
6634,963,47,happy
6635,963,36,fear
6636,963,50,happy
6637,963,49,neutral
6638,964,39,neutral
6639,964,44,happy
6640,964,37,happy
6641,964,31,happy
6642,964,48,happy
6643,964,40,sad
6644,964,28,happy
6645,964,42,happy
6646,964,32,angry
6647,966,27,happy
6648,966,31,happy
6649,966,25,neutral
6650,966,24,happy
6651,966,23,happy
6652,966,32,neutral
6653,966,25,neutral
6654,966,28,angry
6655,966,23,neutral
6656,966,26,happy
6657,966,28,happy
6658,966,29,happy
6659,966,27,happy
6660,970,24,happy
6661,970,24,happy
6662,970,23,neutral
6663,970,22,neutral
6664,970,23,happy
6665,970,26,happy
6666,970,28,happy
6667,970,23,sad
6668,970,22,neutral
6669,972,50,sad
6670,972,47,happy
6671,972,28,happy
6672,972,44,angry
6673,972,46,angry
6674,972,41,happy
6675,972,42,neutral
6676,972,39,happy
6677,972,48,happy
6678,972,52,happy
6679,972,33,happy
6689,979,22,neutral
6690,979,23,neutral
6691,979,24,neutral
6692,979,24,happy
6693,979,24,neutral
6694,979,22,happy
6695,979,28,happy
6696,979,23,sad
6702,984,38,angry
6704,984,48,neutral
6705,984,45,sad
6706,984,40,neutral
6708,984,43,neutral
6709,984,34,neutral
6710,991,30,neutral
6711,991,31,happy
6712,991,31,fear
6713,991,30,angry
6714,991,30,neutral
6715,991,28,neutral
6716,991,34,happy
6717,991,27,neutral
6718,991,25,happy
6719,991,30,angry
6720,993,27,neutral
6721,993,28,neutral
6723,993,30,neutral
6724,993,24,neutral
6725,993,30,neutral
6744,1009,27,sad
6745,1009,34,happy
6747,1009,26,happy
6749,1009,32,sad
6750,1009,34,happy
6751,1011,28,happy
6752,1011,37,neutral
6753,1011,47,angry
6754,1011,31,happy
6755,1011,26,happy
6756,1011,30,neutral
6757,1012,44,happy
6758,1012,47,happy
6759,1012,31,angry
6760,1012,39,happy
6761,1012,35,neutral
6762,1012,37,happy
6763,1012,25,happy
6764,1012,44,happy
6765,1012,46,happy
6766,1012,26,happy
6767,1016,23,happy
6768,1016,23,happy
6769,1016,23,happy
6770,1016,23,neutral
6771,1016,27,happy
6772,1016,27,neutral
6773,1016,23,happy
6774,1016,31,angry
6775,1027,47,happy
6776,1027,37,sad
6777,1027,45,sad
6778,1027,44,happy
6779,1027,35,neutral
6780,1027,38,happy
6781,1027,47,neutral
6796,1044,29,happy
6797,1044,31,happy
6798,1044,31,happy
6799,1044,30,happy
6800,1044,32,happy
6801,1044,32,neutral
6802,1044,30,happy
6803,1046,25,neutral
6804,1046,29,happy
6805,1046,26,sad
6806,1046,24,neutral
6807,1046,25,neutral
6808,1046,25,neutral
6809,1046,25,neutral
6810,1046,25,neutral
6811,1046,24,neutral
6822,1053,29,angry
6823,1053,25,neutral
6824,1053,27,happy
6825,1053,24,neutral
6826,1053,27,happy
6827,1053,30,happy
6828,1053,29,neutral
6829,1053,24,neutral
6830,1053,27,happy
6831,1055,46,angry
6832,1055,52,fear
6833,1055,44,happy
6834,1055,47,angry
6835,1055,50,angry
6836,1055,51,sad
6837,1055,45,happy
6838,1056,29,happy
6840,1056,30,happy
6841,1056,27,happy
6842,1056,27,neutral
6843,1056,26,neutral
6844,1056,31,happy
6845,1057,34,neutral
6846,1057,26,happy
6847,1057,30,happy
6848,1057,28,happy
6849,1057,34,happy
6850,1057,38,happy
6851,1057,41,happy
6853,1060,23,neutral
6854,1060,25,angry
6855,1060,25,happy
6856,1060,24,angry
6857,1060,25,angry
6858,1060,22,sad
6859,1060,31,fear
6872,1079,23,happy
6873,1079,24,happy
6874,1079,23,angry
6875,1079,24,angry
6876,1079,22,happy
6877,1079,27,neutral
6878,1079,23,happy
6879,1079,26,neutral
6880,1079,26,angry
6881,1079,22,happy
6882,1079,23,angry
6883,1079,22,happy
6884,1079,29,sad
6885,1079,23,happy
6886,1081,27,neutral
6887,1081,27,happy
6888,1081,28,happy
6889,1081,29,happy
6890,1081,27,neutral
6891,1081,24,neutral
6892,1081,29,happy
6893,1081,27,neutral
6895,1090,41,neutral
6896,1090,42,angry
6897,1090,33,neutral
6898,1090,49,happy
6899,1092,30,happy
6900,1092,32,happy
6901,1092,30,happy
6902,1092,25,happy
6903,1092,30,happy
6904,1093,31,happy
6905,1093,35,happy
6906,1093,33,happy
6907,1093,32,happy
6908,1093,33,happy
6909,1093,29,neutral
6912,1093,33,neutral
6927,1107,33,neutral
6928,1107,37,neutral
6929,1107,44,happy
6930,1107,28,happy
6931,1107,33,neutral
6932,1107,30,neutral
6933,1107,29,neutral
6934,1107,27,sad
6935,1107,28,fear
6936,1107,35,happy
6937,1107,24,neutral
6938,1107,35,sad
6939,1107,48,disgust
6940,1107,27,angry
6941,1107,35,happy
6942,1111,34,happy
6943,1111,39,happy
6944,1111,39,happy
6945,1111,39,happy
6946,1111,31,happy
6947,1116,49,neutral
6948,1116,44,happy
6949,1116,43,happy
6950,1116,47,neutral
6951,1116,36,angry
6952,1116,45,happy
6953,1116,32,angry
6954,1116,32,neutral
